text,label
택지개발예정지구 내 국도와 제2조 관련 규정 준수 필요성 언급,0
사업 시 세부계획 수립 시 부산지방국토관리청과 사전 협의 필요,0
넥지개발과,0
과장 (전 곁 받음 주택국장) 번호 나83 제 회즈6 참조처,0
implementation_date,1
action_plan,1
implementer,1
project_number,1
attachment,1
review_opinion,1
document_number,1
area_size_acre,1
relevant_government_opinion,1
area_name,1
택지58540,0
1994. 4. 9,0
1613-14 ('94. 3. 9) 관련,0
김해질 택지개발예정지구,0
명확한 정보 누락,0
명확한 정보 누락,0
붙임 문서 참조,0
붙임 문서에 따라 조속히 회신 요청,0
붙임 문서 참조,0
관계기관회신공문 사본 (각 1부),0
recipient,1
department,1
related_area,1
approval_level,1
reference,1
ho_number,1
title,1
document_number,1
implementation_date,1
경영 58540,0
42 ('94. 3. 16),0
1994년 3월 23일,0
건설부장관,0
택지개발 과장,0
택지개발예정지구 : 지정을 위한 협의,0
경남 김해군 진영읍 진영리 일원 진영지구 택지개발예정지구,0
산림경영국장,0
109,0
land_development,1
transportation_measures,1
key_opinion,1
received_by,1
references,1
city,1
related_document_number,1
subject_of_inquiry,1
responsible,1
document_number,1
date_received,1
title,1
58540,0
과천시,0
1994년 4월,0
주택국장,0
채형균,0
택지개발예정지구 지정 협의회신,0
42('94. 3. 16),0
김해 진영지구 택지개발예정지구 지정에 대한 의견,0
국도 14호선의 진영읍 우회도로 외곡에 대단위 택지개발은 바람직하지 않음,0
불가피한 경우 교통대책 필요 (입체화된 진입도로 도로변 완충녹지 신설 국도 우회도로 연결 금지 등),0
택지개발과장,0
의견내용,1
참조,1
문서번호,1
침수대책,1
지대위치하천관리,1
보랜날짜,1
문서제목,1
수리영향검토,1
58540,0
1994.3.26,0
택지개발예정지구지정올 위한 협의회신 (김해 진영),0
주택국장,0
동지구 좌축데 위치한 주천강 (준용하천) 의 하천유지관리에 지장 없도록,0
동지구 택지개발로 인한 토지 이용상태 변화에 따른 수리영향 검토 및 하천관리청 협의,0
동지구 저지대 홍수시 침수대책 강구 우수배제시설 확충,0
위대호와 관련 - 우리국 의견,0
제목,1
팩스번호,1
전화번호,1
용수관리,1
결재일자,1
결결정호,1
문서번호,1
직위,1
번호,1
하수배제방식,1
최종인수인계,1
결정사항,1
하수처리비용,1
관련번호,1
지역,1
오수처리방안,1
담당자,1
시행일자,1
주요사항,1
427-760,0
경기 과천 중앙동1,0
(02) 503-7377,0
503-7409,0
손진심,0
수도 58540-182,0
1994년 3월 26일,0
주택국장,0
택지개발 예정지구지정 협의(김해 진영),0
택지개발 58540-42 ('94.3.16),0
본 지구 내 용수수방대책 수립 및 수도사업자와 협의 필요,0
하수 배제 및 처리 시설 설치 비용은 원인자부담금으로 시행,0
진영하수처리장으로 오수 유입 처리 협의 필요,0
오수분휴식 계획 설계 및 공사 시 하수도공사 시공관리지침 준수,0
택지개발 후 하수도시설 검사 및 시정 후 인수인계 필요 오수 배수설비와 공공하수도 연결 시 오접 방지 필요,0
112,0
미상,0
department_and_positions,1
section_officer,1
document_number,1
recipient,1
legal_basis,1
attachments,1
contact,1
department,1
name,1
related_notice,1
area,1
reference_number,1
document_info,1
region,1
position,1
content_summary,1
additional_info,1
phone,1
title,1
disclosure_status,1
director,1
supervising_officer,1
supervisory_position,1
decision,1
implementation_date,1
경상남도 김해시 성산구 사림동,0
도시계획과,0
현길원,0
박성배,0
사무관,0
정경섭,0
담당 사무관,0
도시58540-11008,0
1999년 09월 29일,0
공개,0
김해시장,0
23,0
김해진영지구 택지개발예정지구 지정변경 및 개발계획 승인 통보,0
건설부 고시 제1994-373호 (1994년 10월 5일),0
조건부 승인,0
경상남도 성산구,0
양 광,0
건설도시국장,0
기안자,1
주소,1
팩스,1
직위,1
문서번호,1
공개여부,1
시마스코트,1
주요내용,1
전화,1
어린이공원 위치,1
관련조직,1
심사일,1
전문가자문,1
과장,1
문서정보,1
보존기간,1
연락처,1
심사자,1
주민공청회 및 의견수렴,1
담당자,1
실장,1
시장,1
도시개발담당주사,1
부시장,1
기타,1
시행일자,1
문서제목,1
해동이,0
(055)330-3615,0
330-3589,0
경남 김해시 부원동 623번지,0
허성곧,0
김콩립,0
박명준,0
김해시장 (이름 미상),0
룹 (정확한 직위 미상),0
밭 (정확한 직위 미상),0
도시58420-5046,0
3년,0
2003.01.11,0
(경   유) (정확한 의미 미상),0
무계지구도시개발조합 (가칭),0
무계지구 도시개발구역지정에 따른 도시계획위원회 자문 결과 조건사항통보,0
주민공청회 개최 및 도시계획위원회의 의견 수렴 후 조건부 가결,0
사업구역 내 중앙 배치 권장을 위한 재검토 필요,0
전문가 자문 재요청 필요,0
개로,0
강강화식,0
2003.01.11,0
기안자,1
제목,1
보존기간,1
부록,1
문서번호,1
공개여부,1
심사자,1
전결,1
시장,1
부시장,1
협조,1
국장,1
시행일자,1
심사일,1
김 해 시 장,0
2003.02.21,0
(경   유),0
,0
,0
밭,0
도시58420-5230,0
3년,0
,0
,0
강화식,0
2003.02.21,0
무계지구 도시개발구역지정 요청에 따른 보완사항 통보,0
경남도 공문 사본 1부,0
박 정 시장,0
2004.03.22,0
(공   개),0
이 은 준,0
홍 길 호,0
산,0
도시58430-5231,0
2년,0
최 한 수,0
박 영 숙,0
강 약식,0
2004.03.22,0
새로운 개발지구 지정에 대한 제안서,0
개발 계획 요약서 1부,0
기안자,1
제목,1
주소,1
팩스,1
직위,1
문서번호,1
공개여부,1
전화,1
문서 정보,1
국장,1
심사일,1
과장,1
보존기간,1
연락처,1
심사자,1
발의자,1
첨부 자료,1
심사,1
관련 문서,1
기관,1
도시계획과장,1
시장,1
부시장,1
시행일자,1
김해시장,0
(055)330-3615,0
330-3589,0
경남 김해시 부원동 623번지,0
,0
,0
,0
도시개발담당,0
,0
도시개발 담당,0
강강화식,0
2003.03.19,0
도시58420-5357,0
3년,0
2003.03.19,0
비공개 (경유),0
도시개발구역지정 요청에 대한 보완사항 제출,0
기안자,1
주제,1
문서번호,1
중앙부처,1
결정권자,1
지자체,1
계획수립,1
시행일자,1
도시58420,0
2003. 4,0
장유무계지구 도시개발구역지정에 따른 현의의견 및 조치계획 제출,0
뱃명조,0
부시장,0
경상남도지사,0
국 과장,0
도시계획과장,0
담당자 직위,1
관련 문서 번호,1
담당자,1
전화번호,1
문서번호,1
문서 제목,1
수신,1
위치,1
문서처리,1
발신,1
발신과장,1
첨부물,1
시행일자,1
도시58420-10816,0
2003.04.18,0
되사,0
국 장,0
김해시장,0
탑과장,0
명준 준,0
과장 감당수 사무관 허동식,0
장유무계지구 도시개발사업 의견 및 조치계획 제출,0
김해도시58420-5357 (2003.3.19),0
경상남도 김해시 사림돈 1번지,0
8055-211-4464,0
관련부서 의견서 1부,0
연장,1
번호,1
위치,1
국도 58호선,1
기정변경,1
도로결정(변경) 조서,1
비고도,1
도로등급,1
변경후,1
사용,1
도면표시,1
일반도로,1
공원 결정(변경) 조서,1
비고,1
보조간선,1
결정일,1
시설명,1
주차장 결정(변경) 조서,1
중로,1
17,0
증)482,0
482,0
03.05.19,0
주차장,0
무계리 75-2일원,0
방화지구,0
31-2,0
증)2406,0
2406,0
03.05.19,0
어린이공원,0
흑위력 지역 공원 31-2일원,0
방화지구,0
165m,0
대1-1 ~ 대3-8,0
93.05.27,0
3190m,0
125m ~ 145m,0
099.08.17,0
03.05.19,0
상세 내용이 일부 누락되어 정확한 분류 어려움,0
title,1
document_number,1
subject,1
signatory,1
payment_amount,1
road_department,1
도로 58342,0
보상금(지장물) 지급 건의,0
육방간 도로확 포장공사에 따른 편입용지 등 보상비,0
11717700원,0
박 홍현담당주사,0
도로과,0
기관_및_직위,1
호번호,1
특수문자,1
부서명,1
번호,1
구번호,1
주소,1
문서_제목_및_내용,1
제목,1
연도,1
접수_정보,1
참조,1
내용,1
날짜,1
소속,1
연락처,1
날짜_및_번호,1
처리_부서,1
비고,1
수신자,1
접수번호,1
생년월일,1
이름,1
시간,1
25/11,0
2011,0
14 : 22,0
0553302629,0
61버거#,0
001,0
김해시장,0
농업경영과장,0
화교급식지원센터 설립 추진위원회 위원 추천,0
농업경영과-11379(2011 11 18) 호로,0
설립 추진위원회 위원 추천,0
621-701,0
경남 김해시 무원문 623번지,0
농업경영과,0
김해시 사회산업,0
이용재,0
1953.12.06,0
외동조움그린타운 102-1301 삼문리 622,0
추가 정보 없음,0
의회위원회,0
공무현,0
미상의,0
절미5단지푸르지오 504동,0
330-2629,0
추가 정보 없음,0
내용,1
지급잔액,1
시비,1
금액,1
첨부 서류,1
관련 문서 번호,1
지급 담당자,1
예산액,1
총사업비,1
시,1
도비,1
지급액,1
지급 과목,1
사업 제목,1
보조금 교부결정액,1
번호,1
자부담,1
세부,1
김해시,0
08 분화 소규모 생산단지 조성사업 보조금 지급 건의,0
농업경영과-9만52(0국1127) 호,0
##37700000원,0
75000000원,0
112500000원,0
19500000원,0
#187500000원,0
#187500000원,0
418750000원,0
없음,0
김해시 어방동 470 분화단지 조성사업대표,0
1,0
분화 소규모 생산단지 조성사업 보조금 지급 내역서 1부,0
2,0
출장 특명서 1부,0
3,0
공사 사진청 1부(별첨),0
전솜,1
주소,1
지방농업주사,1
농업경영과장,1
대회번호,1
농출산과장,1
연락처,1
직책,1
연락처문의,1
전화,1
기타문의,1
농추산과장,1
대결 1229,0
승길런,0
김병근,0
김병근,0
055-374371,0
055-3304359,0
경남 김해시 전하동 9번지,0
문의는 8157794로 연락 주세요,0
궁금한 민원은 휠센터로 문의하세요,0
contact,1
reference,1
affiliation,1
department,1
submitted_by,1
time,1
date,1
submission_date,1
subject,1
name,1
phone,1
birth_date,1
postal_code,1
address,1
additional_info,1
recommendation,1
location,1
year,1
city,1
fax,1
recipient,1
25/11,0
2011,0
14:22,0
김해시장,0
농업경영과장,0
화교급식지원센터 설립 추진위원회 위원 추천,0
김해시 사회산업 의회,0
외동조움그린타운,0
53.12.06,0
집유면 삼문리 622,0
절미5단지푸르지오,0
이용재,0
농업경영과,0
2011-11-25,0
김해시,0
무원문 623번지,0
621-701,0
330-2633,0
330-2629,0
수신자 참조,1
반남액,1
자료,1
수신자 목록,1
관련,1
끝,1
화퀴업무담당 과장,1
정산결과,1
제목,1
수신자,1
조치,1
집행액,1
경상남도,1
시군비,1
자부담,1
정산내역,1
예산액,1
지,1
유엔사막화방지 협막 제1[차 총회 경남 개최(71110101021),0
경상남도,0
수신자,0
수신자 참조,0
화퀴업무담당 과장,0
2010년도 화퀴분야 도비 보조사업 정산결과 통보,0
농산물유통과-306(201001 12) 호와 관련 뵙니다,0
2010년도 화퀴분야 도비보조사업 정산결과틀 불임과 같이 통보하오 집행 잔액이 발생한 시군에서는,0
향루 도에서 발부하는 반남고지서에 의거 반남에 차짙이 없도록 조치하여 주시기 바라다 지원된 사업의 사후관리에도 만전올 기하여 주시기 합니다,0
다 화퀴분야 도비 보조사업 정산내역 ( 총관),0
예 산 액(원),0
집 행 액(원),0
시군비,0
자부담,0
반남액,0
임 2010년도 화퀴분야 도비보조사업 정산내역 1부,0
끝,0
경 상 남 도,0
수신자 창문 시장 진주 시장 통명 시장 사천 시장 김해 시장 밀망시장 거제 시장 망산 시장 함만군수 고성군수 남해군수 함망군수 거창군수,0
시행,1
친환경 농업과-4489,1
전송,1
접수 농업경명과-237,1
대한민국 번명 1번지 경남,1
경상남도 창문시 중망대로 3미(사림동),1
전화,1
정정철,1
주무관,1
친환경농업과장,1
전결,1
철조자,1
과수회계담당,1
,0
최석완,0
,0
,0
정춘균,0
,0
,0
(2011[3-22),0
(리1,0
미래산업,0
[55-211-3584,0
05-리 1-2719,0
,0
도비,1
시비,1
보조금 지급 건의,1
지급잔액,1
총사업비,1
첨부서류,1
지급선,1
사업명,1
지급과목,1
보조금 교부결정액,1
지급액,1
예산액,1
자담,1
08 분화 소규모 생산단지 조성사업,0
377000000원,0
75000000원,0
112500000원,0
19500000원,0
187500000원,0
187500000원,0
187500000원,0
없음,0
김해시 어방동 470 분화단지 조성사업대표,0
시행,1
승길런,1
날짜,1
기타,1
김병근,1
농추산과장,1
전솜,1
전화,1
농출산과장,1
주소,1
민원센터,1
대결,1
농업경영과장,1
허동규,1
지방농업주사,1
농업경명과,1
철조자,1
박원구,1
1229,0
,0
,0
,0
,0
,0
,0
지방농업주사,0
,0
,0
,0
1 174,0
경남 김해시 전하동 9번지,0
[도5) 37-4371,0
[55) 330-4359,0
-궁금한 민원든 훨센터,0
81577-94[으로,0
우,1
업체명,1
전승,1
주 소,1
전화,1
사업자 등록번호,1
경남,1
제목,1
승인,1
농업경영과,1
시공업체,1
2008 분화 소규모생산 수출단지 조성 사업,0
삼성 철강,0
김해시 주촌면 선지리 120,0
농업경영과-1147(08.2.14) 호에 의거 추진 중인 08 분화 소규모 생산수출 단지 조성사업,0
승인 통보,0
삼성 철강,0
,0
621-100,0
김해시 전하동 900번지,0
055)330-4371,0
055)330-4359,0
감사관,1
시행,1
전속,1
협조자,1
미기언,1
전화,1
경남_창원시,1
공직운리담담,1
수신자,1
지현철,1
대한민국,1
부서,1
접수,1
전결,1
주무관,1
감사관_번호,1
본철 전 실 '과장(의회 포함) 전 직속기관장 (소방서 포함) 전 사업소장(지소 포함) 전 시군 감사,0
,0
[.건,0
,0
,0
,0
,0
,0
강혜경,0
,0
9597,0
감사담당관-350,0
의창구 중망대로3 (사림동)경남도,0
[55-211-292,0
05-21-2259,0
번명 1번지 경남,0
접수,1
시행,1
의창구,1
경남,1
전속,1
대한민국,1
협조자,1
수신자,1
전화,1
부서,1
감사관,1
본철 전 실 '과장(의회 포함)    전 직속기관장 (소방서 포함)    전 사업소장(지소 포함)   전 시군 감사,0
,0
지현철,0
주무관 강혜경,0
감사관 9597,0
감사담당관-350,0
창원시,0
중망대로3 ( 사림동 )경남도,0
[55-211-292,0
05-21-2259,0
번명 1번지 경남,0
새로운,1
충무과장,1
제목,1
김해,1
붙임,1
회의내용,1
경제환경국장,1
부시장,1
장소,1
최근,1
김 해 시,1
우리시의,1
김해 장 주무관,1
참석대상,1
회의,1
청소과장,1
총무국장,1
일시,1
끝,1
청소과,1
접수,1
자치행정담당,1
변화와,1
수신자,1
청소행정의,1
기존,1
창조,0
,0
,0
,0
전과 사업소 출장소 음면동장,0
청소구역 조정 개편관련,0
개최,0
여건변화와 인구 50만시대에 진입한 대도시에 걸 맞는 청소대행 구역 조정 개편개획에,0
대행 3사에서 기득권올 요구하다 반발하에도 우리시에서 논 대응올 자제하여 윗으나,0
언론보도에서 기존 청소대행 업체에서 파업올 예고하고 있고  지난 16일 부터 집단시위틀 하는 등 반발의 수위가 높아짐에 따라,0
방침올 전 시민과 직원들에게 올바로 알리기 위하여 아래와 같이 회의블 개최하오니 참석바람니다.,0
2011. 5. 19(목) 17:00,0
소회의실,0
전 과사업소-출장소 주무담당주사  울면동 부울면장  총무담당주사,0
청소구역 조정 개편관련 우리시의 방침 안내 및 직원과 시민 홍보 현조,0
,0
,0
,0
,0
박몽규,0
2011  5 79,0
,0
,0
,0
,0
,0
주소,1
전화2,1
전화1,1
이메일,1
민원콜센터,1
경남 김해시 부원동 623번지,0
330-3383,0
330-3389,0
581225@니기 @3`,0
31577-9400,0
담당부서,1
총무과장,1
제목,1
전과 사업소 출장소장,1
히 사튼 청소과장,1
붙임,1
비상 근무자,1
작성서식,1
휴대촌,1
성명,1
직급,1
비고,1
종무국장,1
김해 장 주무관,1
새로운 김해,1
수거일,1
경제환경 국장,1
시행 청소과-접수,1
기존 청소대행업체 파업 강행시 시민들의 불편 사항을 최소화 하고자 생활폐기물 비상 수거운반에 따른 울면동 지원 담당부서 지정 및 인력 차출이 불가피하오니 붙임 담당부서 지정 현황올 참조하여 코 주무과 또는 직제 순위 우선 부서에서 아래 서식에 의거 2011.05.25까지 통보하여 주시기 바랍니다.,1
지정 및 인력 차출 협조,1
음면동,1
궁금한 민원은 콜센터,1
경남 김해시 한림면 장방리 333-5번지,1
청소과,1
부시장 협조자,1
전송,1
김해시,1
수신자,1
전화,1
2기 부시장,1
변화와 창조,1
621-874,1
,0
,0
,0
,0
,0
생활폐기물 비상 수거운반 지원,0
,0
,0
9252(2071.05.19) 호와 관련입니다.,0
,0
,0
,0
,0
,0
,0
,0
,0
1. 생활폐기물 비상 수거운반 음면동 지원 담당부서 지정현황 1부,0
1부. 끝,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
(055)330-8683,0
(055)722-1102,0
21577-9400으로,0
수신자_참조,1
기준2,1
추천기준,1
제목,1
기준4,1
추천_대상자_기준,1
창원시,1
기타_시_지역,1
기준1,1
기준3,1
비리_활동,1
추천_오령,1
월_지급액,1
유엔사막화방 지점막,1
감찰대상,1
경상남도,1
군_지역,1
수신자,1
추진개요,1
임기,1
최근_상황,1
민간인_인원,1
제 10차 총회 경남 개최(2011.10.10-10.21),0
,0
,0
(경유),0
암행어사 감찰반 대상자 추천,0
최근 국가기관 연찬회 사건  고위공직자의 금품수수 사건 등 공직사회 잇단 기강해이 사례가 발생되고 있음에 따라 우리 도에서는 2012년부터 청렴 경남도정 구현하고자 민간인으로 구성된 암행어사 감찰반들 운영함으로써 공직비리 발본색원할 계획입니다.,0
이외 관련하여 시 '군에 거주하고 있는 암행어사 감찰반 대상자 다음 추천기준에 따라 2011.10.10까지 이력서에 의거 추천하여 주시기 바랍니다.,0
,0
도 및 직속기관 사업소,0
전 시 '군 민간인 32명 (도자체 선발: 5  시장 군수추천: 27),0
1년/2012. |월부터,0
비리 수시제보 도 감사관실 요구 자료수집 등 접보활동,0
10만원 정도 지급,0
시장  군수추천 : 27명,0
3명,0
2명,0
1명,0
전직 공무원으로서 감사부서 경력자 우대,0
검찰 경찰 등 6급 이상 전직공무원으로서 청렴성이 높은 자,0
시민단체로부터 추천을 받은 자,0
기타 사회적 신망 및 청렴성이 높고 행정에 관한 식견과 경험이 풍부한 자,0
전승,1
추천_제외_대상자,1
추천_시_유의사항,1
제출서류,1
연락처,1
전화,1
이력서_항목,1
시군에서 추천 대상자에 대하여 선발할 경우 암행전문 민간감찰반으로 위축되어 활동할 수 있는지 확인한 후 2011. 10. 10까지 추천,0
055-211-2283,0
055-211-2259,0
주소,1
주무관,1
시행,1
고용속진담당관,1
전송,1
수신자,1
전결,1
전화,1
자료,1
도청,1
경상남도,0
True,0
김신호,0
김기영,0
True,0
[55-211-334,0
055-2 1-2519,0
경남 창원시 의창구 중망대로 3물 사림동 경남 6417,0
고용속진담당관실,0
지역공동체일자리_사업장_관리_감독,1
근로자_경고,1
상습지각_결근_음주,1
복무관리_점검결과,1
지도_감독_철저,1
일일_작업_진행상황,1
근무인원,1
부정수급자_관련_보도,1
출석여부_확인제,1
행정안전부_지역경제과,1
철저,0
3585(2011.05.30),0
주요내용,0
동일사안_재발_방지,0
1일 3인 (참여자+작업반장-담당공무원) 시행,0
점검 및 일지확인,0
매일작업량_이행여부,0
물성실_근로자_경고_후_준회이상_위반시_계약해지,0
근무지,0
보고서,0
국기 게양 관리 철저,1
국기의 게양 관리 및 선양에 관한 규정,1
국기 선양,1
행정안전부 의정담당관,1
국기 게양 관리,1
제목,1
국기 게양 관리 및 선양 관련 협조요청,0
1784(2011  5  15) 호와 관련입니다,0
각 가정의 국기 게양 틀 저조 및 일부 관공서에서 조기 게양하지 않거나 오염된 태극기가 방치되어 국기 게양 관리 소홀 지적하는 언론보도 및 민원이 다수 발생하였습니다.,0
제 17 조에 따라 국기 게양 관리에 철저히 기하여 주시기 바랍니다.,0
제 19조 및 별 표8에 따라 국기 선양을 위한 기관별 추진사항을 적극적으로 이행하여 주시기 바랍니다.,0
1부,0
청메서는,1
이와 관련하여,1
귀 시(군)의 무궁한 발전올 기원합니다,1
부 산 지 방 국 토 관 리 청 기 장,1
종합계획도,1
수신자,1
제목,1
지구별 네이망 검토(안),1
수변생태공간 네이망 추진 협조요청,0
무리,0
낙동강살리기 사업으로 조성되논 수변생태공간이 지역의 대표적인 랜드마크로 자리매김 할 수 있도록 하기 위하여 상징적이 고 대중적인 명칭올 부여하는 네이망 작업올 추진하고 있습니다,0
각 지구별 네미망 검토(안) 올 보내드리오니 지역사정에 밝은 귀 시(군) 에서 관련 전문가 (학예연구사  문화관광해설사 등) 의견올 수렵하여 지역특색이 가장 잘 반영된 부르기 쉽고 기억하기 쉬운 명칭올 2011 10  14일까지 추천하여 주시기 바랍니다,0
1부,0
1부(별송),0
,0
부산광력시 낙동강사업 본부장 대구광력 시 건설관리본 부장 (토목과장)  명천 시장 (재난치수과장)  만동 시장 (재난방재 과장)  철곡군수 (재난관리과장)  구미시장 (건 설과장)  하동군수 (건 설과장) 밀망 시장 (재난관리과 잠)  상주시장(재난관리팀장)  김해시장 (건 설과장) 망산 시장(건설방재과장)  참문시장(하천과장)  합천군수 (건 방재과장),0
부적합 농산물 현황,1
출하량,1
허용 기준,1
출하자 및 생산자 인적사,1
성 명,1
부적합 내역,1
수거장소,1
출하처,1
품목,1
수신자,1
주 소,1
제목,1
일자,1
검사결과,1
기준,1
경매전 농산물 잔룻농약검사 결과 부적합 보고(통보),0
부적합,0
,0
,0
상추,0
경남 김해시 화목 1635-2번지,0
반여농산물 도매시장,0
16.5,0
5.0,0
29 * 28박스,0
2013,0
접수,1
주무관,1
반여,1
농산물검사소,1
전화,1
부산,1
반여동,1
품요출고,1
전결 대표,1
,0
김종만,0
차경숙,0
379,0
농업경명과-1171,0
해문대구,0
559지 (수영강변도로.5),0
65--5655,0
품격 높은 세계도시 부산,0
주무관,1
겁사결과,1
품명,1
검사일자,1
수신자,1
검사결과서,1
전화,1
